"","code","cdk_id"
"712","55Y","gtfs.line.1.55y-1"
"713","55Y","gtfs.line.1.55y-0"
"714","55T","gtfs.line.1.55t-0"
"715","55M","gtfs.line.1.55m-0"
"716","55ET","gtfs.line.1.55et-1"
"717","55ET","gtfs.line.1.55et-0"
"718","559C","gtfs.line.1.559c-1"
"719","559C","gtfs.line.1.559c-0"
"720","55","gtfs.line.1.55-0"
"721","54ÖR","gtfs.line.1.54r-1"
"722","54ÖR","gtfs.line.1.54r-0"
"723","54Ç","gtfs.line.1.54-1"
"724","54Ç","gtfs.line.1.54-0"
"725","54KT","gtfs.line.1.54kt-0"
"726","54K","gtfs.line.1.54k-1"
"727","54K","gtfs.line.1.54k-0"
"728","54HŞ","gtfs.line.1.54h-0"
"729","54HT","gtfs.line.1.54ht-0"
"730","54E","gtfs.line.1.54e-1"
"731","54E","gtfs.line.1.54e-0"
"732","522ST","gtfs.line.1.522st-1"
"733","522ST","gtfs.line.1.522st-0"
"734","522B","gtfs.line.1.522b-1"
"735","522B","gtfs.line.1.522b-0"
"736","522","gtfs.line.1.522-1"
"737","522","gtfs.line.1.522-0"
"738","52","gtfs.line.1.52-1"
"739","52","gtfs.line.1.52-0"
"740","500T","gtfs.line.1.500t-1"
"741","500T","gtfs.line.1.500t-0"
"742","500L","gtfs.line.1.500l-0"
"743","500ES","gtfs.line.1.500es-1"
"744","500ES","gtfs.line.1.500es-0"
"745","500A","gtfs.line.1.500a-1"
"746","500A","gtfs.line.1.500a-0"
"747","49Y","gtfs.line.1.49y-0"
"748","49G","gtfs.line.1.49g-1"
"749","49G","gtfs.line.1.49g-0"
"750","49B","gtfs.line.1.49b-0"
"751","49A","gtfs.line.1.49a-0"
"752","48T","gtfs.line.1.48t-1"
"753","48T","gtfs.line.1.48t-0"
"754","48N","gtfs.line.1.48n-1"
"755","48N","gtfs.line.1.48n-0"
"756","48H","gtfs.line.1.48h-0"
"757","48B","gtfs.line.1.48b-0"
"758","48A","gtfs.line.1.48a-1"
"759","48A","gtfs.line.1.48a-0"
"760","48","gtfs.line.1.48-1"
"761","48","gtfs.line.1.48-0"
"762","47Ç","gtfs.line.1.47-1"
"763","47Ç","gtfs.line.1.47-0"
"764","47E","gtfs.line.1.47e-1"
"765","46Ç","gtfs.line.1.46-1"
"766","458","gtfs.line.1.458-1"
"767","44B","gtfs.line.1.44b-1"
"768","44B","gtfs.line.1.44b-0"
"769","448","gtfs.line.1.448-1"
"770","448","gtfs.line.1.448-0"
"771","43","gtfs.line.1.43-1"
"772","43","gtfs.line.1.43-0"
"792","9A","gtfs.line.1.9a-1"
"793","77A","gtfs.line.1.77a-1"
"794","61B","gtfs.line.1.61b-0"
"795","252","gtfs.line.1.252-1"
"796","252","gtfs.line.1.252-0"
"797","251","gtfs.line.1.251-1"
"798","251","gtfs.line.1.251-0"
"799","222","gtfs.line.1.222-1"
"800","222","gtfs.line.1.222-0"
"801","22","gtfs.line.1.22-1"
"802","22","gtfs.line.1.22-0"
"803","21Y","gtfs.line.1.21y-1"
"804","21Y","gtfs.line.1.21y-0"
"805","21U","gtfs.line.1.21u-1"
"806","21U","gtfs.line.1.21u-0"
"807","21K","gtfs.line.1.21k-1"
"808","21K","gtfs.line.1.21k-0"
"809","21G","gtfs.line.1.21g-1"
"810","21G","gtfs.line.1.21g-0"
"811","21C","gtfs.line.1.21c-1"
"812","21C","gtfs.line.1.21c-0"
"813","21B","gtfs.line.1.21b-1"
"814","21B","gtfs.line.1.21b-0"
"815","21A","gtfs.line.1.21a-1"
"816","21A","gtfs.line.1.21a-0"
"817","20Ü","gtfs.line.1.20-1"
"818","20Ü","gtfs.line.1.20-0"
"819","20K","gtfs.line.1.20k-1"
"820","20K","gtfs.line.1.20k-0"
"821","20E","gtfs.line.1.20e-1"
"822","20E","gtfs.line.1.20e-0"
"823","20D","gtfs.line.1.20d-1"
"824","20D","gtfs.line.1.20d-0"
"825","202","gtfs.line.1.202-1"
"826","202","gtfs.line.1.202-0"
"827","2","gtfs.line.1.2-1"
"828","2","gtfs.line.1.2-0"
"829","19Z","gtfs.line.1.19z-1"
"830","19Z","gtfs.line.1.19z-0"
"831","19Y","gtfs.line.1.19y-1"
"832","19Y","gtfs.line.1.19y-0"
"833","19V","gtfs.line.1.19v-1"
"834","19V","gtfs.line.1.19v-0"
"835","19T","gtfs.line.1.19t-1"
"836","19T","gtfs.line.1.19t-0"
"837","19SB","gtfs.line.1.19sb-1"
"838","19SB","gtfs.line.1.19sb-0"
"839","19S","gtfs.line.1.19s-1"
"840","19S","gtfs.line.1.19s-0"
"841","19M","gtfs.line.1.19m-1"
"842","19M","gtfs.line.1.19m-0"
"843","19F","gtfs.line.1.19f-1"
"844","19F","gtfs.line.1.19f-0"
"845","19ES","gtfs.line.1.19es-1"
"846","19ES","gtfs.line.1.19es-0"
"847","19E","gtfs.line.1.19e-1"
"848","19E","gtfs.line.1.19e-0"
"849","19D","gtfs.line.1.19d-1"
"850","19D","gtfs.line.1.19d-0"
"851","19B","gtfs.line.1.19b-1"
"852","19B","gtfs.line.1.19b-0"
"853","19","gtfs.line.1.19-1"
"854","19","gtfs.line.1.19-0"
"855","18Ü","gtfs.line.1.18-1"
"856","18Ü","gtfs.line.1.18-0"
"857","18S","gtfs.line.1.18s-1"
"858","18S","gtfs.line.1.18s-0"
"859","18M","gtfs.line.1.18m-1"
"860","18M","gtfs.line.1.18m-0"
"861","18K","gtfs.line.1.18k-1"
"862","18K","gtfs.line.1.18k-0"
"863","18H","gtfs.line.1.18h-1"
"864","18H","gtfs.line.1.18h-0"
"865","17S","gtfs.line.1.17s-1"
"866","17S","gtfs.line.1.17s-0"
"867","17L","gtfs.line.1.17l-1"
"868","17L","gtfs.line.1.17l-0"
"869","17K","gtfs.line.1.17k-1"
"870","17K","gtfs.line.1.17k-0"
"871","17","gtfs.line.1.17-1"
"872","17","gtfs.line.1.17-0"
"873","16Y","gtfs.line.1.16y-1"
"874","16Y","gtfs.line.1.16y-0"
"875","16U","gtfs.line.1.16u-1"
"876","16U","gtfs.line.1.16u-0"
"877","16S","gtfs.line.1.16s-1"
"878","16S","gtfs.line.1.16s-0"
"879","16M","gtfs.line.1.16m-0"
"880","46Ç","gtfs.line.1.46-0"
"881","458","gtfs.line.1.458-0"
"882","35A","gtfs.line.1.35a-0"
"883","15M","gtfs.line.1.15m-1"
"884","15M","gtfs.line.1.15m-0"
"885","15F","gtfs.line.1.15f-0"
"886","132V","gtfs.line.1.132v-1"
"893","99","gtfs.line.1.99-0"
"894","98B","gtfs.line.1.98b-0"
"895","98A","gtfs.line.1.98a-1"
"896","98A","gtfs.line.1.98a-0"
"897","92B","gtfs.line.1.92b-1"
"898","92B","gtfs.line.1.92b-0"
"899","88A","gtfs.line.1.88a-0"
"900","88","gtfs.line.1.88-1"
"901","88","gtfs.line.1.88-0"
"902","85C","gtfs.line.1.85c-0"
"903","77MT","gtfs.line.1.77mt-0"
"904","76T","gtfs.line.1.76t-0"
"905","47E","gtfs.line.1.47e-0"
"906","46ÇY","gtfs.line.1.46y-1"
"907","46ÇY","gtfs.line.1.46y-0"
"908","HT5","gtfs.line.1.ht5-1"
"909","36AY","gtfs.line.1.36ay-1"
"910","29GM","gtfs.line.1.29gm-1"
"911","27T","gtfs.line.1.27t-0"
"912","16M","gtfs.line.1.16m-1"
"913","15H","gtfs.line.1.15h-0"
"914","15F","gtfs.line.1.15f-1"
"915","14ES","gtfs.line.1.14es-0"
"916","14AK","gtfs.line.1.14ak-0"
"917","132S","gtfs.line.1.132s-1"
"971","TB2","gtfs.line.1.tb2-0"
"972","TB1","gtfs.line.1.tb1-0"
"973","T1","gtfs.line.1.t1-0"
"974","SG-2","gtfs.line.1.sg2-1"
"975","SG-2","gtfs.line.1.sg2-0"
"976","SG-1","gtfs.line.1.sg1-1"
"977","SG-1","gtfs.line.1.sg1-0"
"978","HT5","gtfs.line.1.ht5-0"
"979","HT48","gtfs.line.1.ht48-1"
"980","HT48","gtfs.line.1.ht48-0"
"981","HT29","gtfs.line.1.ht29-1"
"982","HT29","gtfs.line.1.ht29-0"
"983","HT20","gtfs.line.1.ht20-1"
"984","HT20","gtfs.line.1.ht20-0"
"985","HT2","gtfs.line.1.ht2-1"
"986","HT2","gtfs.line.1.ht2-0"
"987","HT18","gtfs.line.1.ht18-1"
"988","HT18","gtfs.line.1.ht18-0"
"989","HT12","gtfs.line.1.ht12-1"
"990","HT12","gtfs.line.1.ht12-0"
"991","HT11","gtfs.line.1.ht11-1"
"992","HT11","gtfs.line.1.ht11-0"
"993","GZ2","gtfs.line.1.gz2-0"
"994","GZ1","gtfs.line.1.gz1-0"
"995","FB2","gtfs.line.1.fb2-0"
"996","FB1","gtfs.line.1.fb1-0"
"997","ER2","gtfs.line.1.er2-0"
"998","ER1","gtfs.line.1.er1-0"
"999","EM2","gtfs.line.1.em2-0"
"1000","EM1","gtfs.line.1.em1-0"
"1001","E-9","gtfs.line.1.e9-1"
"1002","E-9","gtfs.line.1.e9-0"
"1003","E-60","gtfs.line.1.e60-1"
"1004","E-60","gtfs.line.1.e60-0"
"1005","E-58","gtfs.line.1.e58-1"
"1006","E-58","gtfs.line.1.e58-0"
"1007","E-57","gtfs.line.1.e57-1"
"1008","E-57","gtfs.line.1.e57-0"
"1009","98İ","gtfs.line.1.98-0"
"1010","98Y","gtfs.line.1.98y-1"
"1011","98Y","gtfs.line.1.98y-0"
"1012","98T","gtfs.line.1.98t-1"
"1013","98T","gtfs.line.1.98t-0"
"1014","98S","gtfs.line.1.98s-1"
"1015","98S","gtfs.line.1.98s-0"
"1016","98M","gtfs.line.1.98m-1"
"1017","98M","gtfs.line.1.98m-0"
"1018","98K","gtfs.line.1.98k-1"
"1019","98K","gtfs.line.1.98k-0"
"1020","98H","gtfs.line.1.98h-1"
"1021","98H","gtfs.line.1.98h-0"
"1022","98G","gtfs.line.1.98g-1"
"1023","98G","gtfs.line.1.98g-0"
"1024","98E","gtfs.line.1.98e-1"
"1025","98E","gtfs.line.1.98e-0"
"1026","98D","gtfs.line.1.98d-1"
"1027","98D","gtfs.line.1.98d-0"
"1028","98C","gtfs.line.1.98c-1"
"1029","98C","gtfs.line.1.98c-0"
"1030","98B","gtfs.line.1.98b-1"
"1031","97T","gtfs.line.1.97t-1"
"1032","97T","gtfs.line.1.97t-0"
"1033","97M","gtfs.line.1.97m-1"
"1034","97M","gtfs.line.1.97m-0"
"1035","97G","gtfs.line.1.97g-1"
"1036","97G","gtfs.line.1.97g-0"
"1037","97E","gtfs.line.1.97e-0"
"1038","97B","gtfs.line.1.97b-1"
"1039","97B","gtfs.line.1.97b-0"
"1040","97A","gtfs.line.1.97a-1"
"1041","97A","gtfs.line.1.97a-0"
"1042","97","gtfs.line.1.97-1"
"1043","97","gtfs.line.1.97-0"
"1044","96T","gtfs.line.1.96t-1"
"1045","96T","gtfs.line.1.96t-0"
"1046","94A","gtfs.line.1.94a-1"
"1047","94A","gtfs.line.1.94a-0"
"1048","94","gtfs.line.1.94-1"
"1049","94","gtfs.line.1.94-0"
"1050","93T","gtfs.line.1.93t-1"
"1051","93T","gtfs.line.1.93t-0"
"1052","93M","gtfs.line.1.93m-1"
"1053","93M","gtfs.line.1.93m-0"
"1054","93C","gtfs.line.1.93c-1"
"1055","93C","gtfs.line.1.93c-0"
"1056","93","gtfs.line.1.93-1"
"1057","93","gtfs.line.1.93-0"
"1058","92Ş","gtfs.line.1.92-1"
"1059","92Ş","gtfs.line.1.92-0"
"1060","92T","gtfs.line.1.92t-1"
"1061","92T","gtfs.line.1.92t-0"
"1062","92K","gtfs.line.1.92k-1"
"1063","92K","gtfs.line.1.92k-0"
"1064","92C","gtfs.line.1.92c-1"
"1065","92C","gtfs.line.1.92c-0"
"1066","91O","gtfs.line.1.91o-1"
"1067","91O","gtfs.line.1.91o-0"
"1068","91E","gtfs.line.1.91e-1"
"1069","91E","gtfs.line.1.91e-0"
"1070","90B","gtfs.line.1.90b-1"
"1071","90B","gtfs.line.1.90b-0"
"1072","90","gtfs.line.1.90-1"
"1073","90","gtfs.line.1.90-0"
"1074","8M","gtfs.line.1.8m-1"
"1075","8M","gtfs.line.1.8m-0"
"1076","8E","gtfs.line.1.8e-1"
"1077","8E","gtfs.line.1.8e-0"
"1078","8D","gtfs.line.1.8d-1"
"1079","8D","gtfs.line.1.8d-0"
"1080","8A","gtfs.line.1.8a-1"
"1081","8A","gtfs.line.1.8a-0"
"1082","89İ","gtfs.line.1.89-1"
"1083","89İ","gtfs.line.1.89-0"
"1084","89YB","gtfs.line.1.89yb-1"
"1085","89YB","gtfs.line.1.89yb-0"
"1086","89T","gtfs.line.1.89t-1"
"1087","89T","gtfs.line.1.89t-0"
"1088","89S","gtfs.line.1.89s-1"
"1089","89S","gtfs.line.1.89s-0"
"1090","89M","gtfs.line.1.89m-1"
"1091","89M","gtfs.line.1.89m-0"
"1092","89C","gtfs.line.1.89c-1"
"1093","89C","gtfs.line.1.89c-0"
"1094","89B","gtfs.line.1.89b-1"
"1095","89B","gtfs.line.1.89b-0"
"1096","89A","gtfs.line.1.89a-1"
"1097","89A","gtfs.line.1.89a-0"
"1098","88A","gtfs.line.1.88a-1"
"1099","87","gtfs.line.1.87-1"
"1100","87","gtfs.line.1.87-0"
"1101","86V","gtfs.line.1.86v-1"
"1102","86V","gtfs.line.1.86v-0"
"1103","85T","gtfs.line.1.85t-1"
"1104","85T","gtfs.line.1.85t-0"
"1105","85C","gtfs.line.1.85c-1"
"1106","83O","gtfs.line.1.83o-1"
"1107","83O","gtfs.line.1.83o-0"
"1108","83","gtfs.line.1.83-1"
"1109","83","gtfs.line.1.83-0"
"1110","82B","gtfs.line.1.82b-0"
"1111","82","gtfs.line.1.82-1"
"1112","82","gtfs.line.1.82-0"
"1113","81","gtfs.line.1.81-1"
"1114","81","gtfs.line.1.81-0"
"1115","80T","gtfs.line.1.80t-1"
"1116","80T","gtfs.line.1.80t-0"
"1117","80","gtfs.line.1.80-1"
"1118","80","gtfs.line.1.80-0"
"1119","79Y","gtfs.line.1.79y-1"
"1120","79Y","gtfs.line.1.79y-0"
"1121","79T","gtfs.line.1.79t-1"
"1122","79T","gtfs.line.1.79t-0"
"1123","79M","gtfs.line.1.79m-1"
"1124","79M","gtfs.line.1.79m-0"
"1125","79K","gtfs.line.1.79k-1"
"1126","79K","gtfs.line.1.79k-0"
"1127","79G","gtfs.line.1.79g-1"
"1128","79G","gtfs.line.1.79g-0"
"1129","79C","gtfs.line.1.79c-1"
"1130","79C","gtfs.line.1.79c-0"
"1131","79B","gtfs.line.1.79b-1"
"1132","79B","gtfs.line.1.79b-0"
"1133","78Ş","gtfs.line.1.78-1"
"1134","78Ş","gtfs.line.1.78-0"
"1135","78ZB","gtfs.line.1.78zb-1"
"1136","78ZB","gtfs.line.1.78zb-0"
"1137","78M","gtfs.line.1.78m-1"
"1138","78M","gtfs.line.1.78m-0"
"1139","78G","gtfs.line.1.78g-1"
"1140","78G","gtfs.line.1.78g-0"
"1141","78E","gtfs.line.1.78e-1"
"1142","78E","gtfs.line.1.78e-0"
"1143","78C","gtfs.line.1.78c-1"
"1144","78C","gtfs.line.1.78c-0"
"1145","78B","gtfs.line.1.78b-1"
"1146","78B","gtfs.line.1.78b-0"
"1147","77Ç","gtfs.line.1.77-1"
"1148","77Ç","gtfs.line.1.77-0"
"1149","77MT","gtfs.line.1.77mt-1"
"1150","77A","gtfs.line.1.77a-0"
"1151","76Y","gtfs.line.1.76y-1"
"1152","76Y","gtfs.line.1.76y-0"
"1153","76O","gtfs.line.1.76o-1"
"1154","76O","gtfs.line.1.76o-0"
"1155","76M","gtfs.line.1.76m-1"
"1156","76M","gtfs.line.1.76m-0"
"1157","76E","gtfs.line.1.76e-1"
"1158","76E","gtfs.line.1.76e-0"
"1159","76D","gtfs.line.1.76d-1"
"1160","76D","gtfs.line.1.76d-0"
"1161","76B","gtfs.line.1.76b-1"
"1162","76B","gtfs.line.1.76b-0"
"1163","76","gtfs.line.1.76-1"
"1164","76","gtfs.line.1.76-0"
"1165","75O","gtfs.line.1.75o-1"
"1166","75O","gtfs.line.1.75o-0"
"1167","75M","gtfs.line.1.75m-1"
"1168","75M","gtfs.line.1.75m-0"
"1169","74A","gtfs.line.1.74a-1"
"1170","74A","gtfs.line.1.74a-0"
"1171","74","gtfs.line.1.74-1"
"1172","74","gtfs.line.1.74-0"
"1173","73T","gtfs.line.1.73t-1"
"1174","73T","gtfs.line.1.73t-0"
"1175","73F","gtfs.line.1.73f-1"
"1176","73F","gtfs.line.1.73f-0"
"1177","73","gtfs.line.1.73-1"
"1178","73","gtfs.line.1.73-0"
"1179","72T","gtfs.line.1.72t-1"
"1180","72T","gtfs.line.1.72t-0"
"1181","71T","gtfs.line.1.71t-1"
"1182","71T","gtfs.line.1.71t-0"
"1183","70KY","gtfs.line.1.70ky-1"
"1184","70KY","gtfs.line.1.70ky-0"
"1185","70KE","gtfs.line.1.70ke-1"
"1186","70KE","gtfs.line.1.70ke-0"
"1187","70FY","gtfs.line.1.70fy-1"
"1188","70FY","gtfs.line.1.70fy-0"
"1189","70FE","gtfs.line.1.70fe-1"
"1190","70FE","gtfs.line.1.70fe-0"
"1191","7","gtfs.line.1.7-0"
"1192","69A","gtfs.line.1.69a-1"
"1193","69A","gtfs.line.1.69a-0"
"1194","66Z","gtfs.line.1.66z-0"
"1195","66","gtfs.line.1.66-1"
"1196","66","gtfs.line.1.66-0"
"1197","62G","gtfs.line.1.62g-1"
"1198","62G","gtfs.line.1.62g-0"
"1199","61B","gtfs.line.1.61b-1"
"1200","6","gtfs.line.1.6-1"
"1201","6","gtfs.line.1.6-0"
"1202","59UÇ","gtfs.line.1.59u-0"
"1203","59S","gtfs.line.1.59s-0"
"1204","59RS","gtfs.line.1.59rs-1"
"1205","59RS","gtfs.line.1.59rs-0"
"1206","59RK","gtfs.line.1.59rk-1"
"1207","59RK","gtfs.line.1.59rk-0"
"1208","59RH","gtfs.line.1.59rh-1"
"1209","59RH","gtfs.line.1.59rh-0"
"1210","59R","gtfs.line.1.59r-0"
"1211","59N","gtfs.line.1.59n-0"
"1212","59K","gtfs.line.1.59k-0"
"1213","59H","gtfs.line.1.59h-0"
"1214","59C","gtfs.line.1.59c-1"
"1215","42T","gtfs.line.1.42t-1"
"1216","42T","gtfs.line.1.42t-0"
"1217","42M","gtfs.line.1.42m-1"
"1218","42M","gtfs.line.1.42m-0"
"1219","42KT","gtfs.line.1.42kt-1"
"1220","42KT","gtfs.line.1.42kt-0"
"1221","42KM","gtfs.line.1.42km-1"
"1222","42KM","gtfs.line.1.42km-0"
"1223","42K","gtfs.line.1.42k-1"
"1224","42K","gtfs.line.1.42k-0"
"1225","42HM","gtfs.line.1.42hm-1"
"1226","42HM","gtfs.line.1.42hm-0"
"1227","429","gtfs.line.1.429-1"
"1228","429","gtfs.line.1.429-0"
"1229","42","gtfs.line.1.42-1"
"1230","42","gtfs.line.1.42-0"
"1231","41ST","gtfs.line.1.41st-1"
"1232","41ST","gtfs.line.1.41st-0"
"1233","41SM","gtfs.line.1.41sm-1"
"1234","41SM","gtfs.line.1.41sm-0"
"1235","41SF","gtfs.line.1.41sf-1"
"1236","41SF","gtfs.line.1.41sf-0"
"1237","41AT","gtfs.line.1.41at-1"
"1238","41AT","gtfs.line.1.41at-0"
"1239","418","gtfs.line.1.418-1"
"1240","418","gtfs.line.1.418-0"
"1241","41","gtfs.line.1.41-1"
"1242","41","gtfs.line.1.41-0"
"1243","40T","gtfs.line.1.40t-1"
"1244","40T","gtfs.line.1.40t-0"
"1245","40B","gtfs.line.1.40b-1"
"1246","40B","gtfs.line.1.40b-0"
"1247","404","gtfs.line.1.404-1"
"1248","404","gtfs.line.1.404-0"
"1249","403","gtfs.line.1.403-1"
"1250","403","gtfs.line.1.403-0"
"1251","402","gtfs.line.1.402-1"
"1252","402","gtfs.line.1.402-0"
"1253","401T","gtfs.line.1.401t-1"
"1254","401T","gtfs.line.1.401t-0"
"1255","401","gtfs.line.1.401-1"
"1256","401","gtfs.line.1.401-0"
"1257","400A","gtfs.line.1.400a-1"
"1258","400A","gtfs.line.1.400a-0"
"1259","400","gtfs.line.1.400-0"
"1260","40","gtfs.line.1.40-1"
"1261","40","gtfs.line.1.40-0"
"1262","4","gtfs.line.1.4-0"
"1263","3B","gtfs.line.1.3b-0"
"1264","3A","gtfs.line.1.3a-0"
"1265","39Ç","gtfs.line.1.39-1"
"1266","39Ç","gtfs.line.1.39-0"
"1267","39Y","gtfs.line.1.39y-1"
"1268","39Y","gtfs.line.1.39y-0"
"1269","39O","gtfs.line.1.39o-1"
"1270","39O","gtfs.line.1.39o-0"
"1271","39D","gtfs.line.1.39d-1"
"1272","39D","gtfs.line.1.39d-0"
"1273","39B","gtfs.line.1.39b-1"
"1274","39B","gtfs.line.1.39b-0"
"1275","399C","gtfs.line.1.399c-1"
"1276","399C","gtfs.line.1.399c-0"
"1277","399B","gtfs.line.1.399b-1"
"1278","399B","gtfs.line.1.399b-0"
"1279","38Z","gtfs.line.1.38z-1"
"1280","38Z","gtfs.line.1.38z-0"
"1281","38E","gtfs.line.1.38e-1"
"1282","38E","gtfs.line.1.38e-0"
"1283","38B","gtfs.line.1.38b-1"
"1284","38B","gtfs.line.1.38b-0"
"1285","38","gtfs.line.1.38-1"
"1286","38","gtfs.line.1.38-0"
"1287","37Y","gtfs.line.1.37y-1"
"1288","37Y","gtfs.line.1.37y-0"
"1289","37T","gtfs.line.1.37t-1"
"1290","37T","gtfs.line.1.37t-0"
"1291","37M","gtfs.line.1.37m-1"
"1292","37M","gtfs.line.1.37m-0"
"1293","37E","gtfs.line.1.37e-1"
"1294","37E","gtfs.line.1.37e-0"
"1295","37A","gtfs.line.1.37a-1"
"1296","37A","gtfs.line.1.37a-0"
"1297","36V","gtfs.line.1.36v-1"
"1298","36V","gtfs.line.1.36v-0"
"1299","36T","gtfs.line.1.36t-1"
"1300","36T","gtfs.line.1.36t-0"
"1301","36S","gtfs.line.1.36s-0"
"1302","36M","gtfs.line.1.36m-1"
"1303","36M","gtfs.line.1.36m-0"
"1304","36L","gtfs.line.1.36l-1"
"1305","36L","gtfs.line.1.36l-0"
"1306","36KE","gtfs.line.1.36ke-1"
"1307","36KE","gtfs.line.1.36ke-0"
"1308","36HT","gtfs.line.1.36ht-1"
"1309","36HT","gtfs.line.1.36ht-0"
"1310","36ES","gtfs.line.1.36es-1"
"1311","36ES","gtfs.line.1.36es-0"
"1312","36E","gtfs.line.1.36e-1"
"1313","36E","gtfs.line.1.36e-0"
"1314","36Cİ","gtfs.line.1.36c-1"
"1315","36Cİ","gtfs.line.1.36c-0"
"1316","36CY","gtfs.line.1.36cy-1"
"1317","36CY","gtfs.line.1.36cy-0"
"1318","36CE","gtfs.line.1.36ce-1"
"1319","36CE","gtfs.line.1.36ce-0"
"1320","36Bİ","gtfs.line.1.36b-1"
"1321","36Bİ","gtfs.line.1.36b-0"
"1322","36AY","gtfs.line.1.36ay-0"
"1323","36A","gtfs.line.1.36a-1"
"1324","36A","gtfs.line.1.36a-0"
"1325","36","gtfs.line.1.36-1"
"1326","36","gtfs.line.1.36-0"
"1327","35D","gtfs.line.1.35d-1"
"1328","35D","gtfs.line.1.35d-0"
"1329","35C","gtfs.line.1.35c-1"
"1330","35C","gtfs.line.1.35c-0"
"1331","35A","gtfs.line.1.35a-1"
"1332","35","gtfs.line.1.35-1"
"1333","35","gtfs.line.1.35-0"
"1334","33Y","gtfs.line.1.33y-1"
"1335","33Y","gtfs.line.1.33y-0"
"1336","33M","gtfs.line.1.33m-1"
"1337","33M","gtfs.line.1.33m-0"
"1338","33ES","gtfs.line.1.33es-1"
"1339","33ES","gtfs.line.1.33es-0"
"1340","33E","gtfs.line.1.33e-1"
"1341","33E","gtfs.line.1.33e-0"
"1342","33B","gtfs.line.1.33b-1"
"1343","33B","gtfs.line.1.33b-0"
"1344","336İM","gtfs.line.1.336m-1"
"1345","336İM","gtfs.line.1.336m-0"
"1346","336T","gtfs.line.1.336t-1"
"1347","336T","gtfs.line.1.336t-0"
"1348","336H","gtfs.line.1.336h-1"
"1349","336H","gtfs.line.1.336h-0"
"1350","336E","gtfs.line.1.336e-1"
"1351","336E","gtfs.line.1.336e-0"
"1352","336D","gtfs.line.1.336d-1"
"1353","336D","gtfs.line.1.336d-0"
"1354","336A","gtfs.line.1.336a-1"
"1355","336A","gtfs.line.1.336a-0"
"1356","33","gtfs.line.1.33-1"
"1357","33","gtfs.line.1.33-0"
"1358","32T","gtfs.line.1.32t-1"
"1359","32T","gtfs.line.1.32t-0"
"1360","32M","gtfs.line.1.32m-1"
"1361","32M","gtfs.line.1.32m-0"
"1362","32A","gtfs.line.1.32a-1"
"1363","32A","gtfs.line.1.32a-0"
"1364","320A","gtfs.line.1.320a-1"
"1365","320A","gtfs.line.1.320a-0"
"1366","320","gtfs.line.1.320-1"
"1367","320","gtfs.line.1.320-0"
"1368","32","gtfs.line.1.32-1"
"1369","32","gtfs.line.1.32-0"
"1370","31Y","gtfs.line.1.31y-1"
"1371","31Y","gtfs.line.1.31y-0"
"1372","31K","gtfs.line.1.31k-1"
"1373","31K","gtfs.line.1.31k-0"
"1374","31E","gtfs.line.1.31e-1"
"1375","31E","gtfs.line.1.31e-0"
"1376","319","gtfs.line.1.319-1"
"1377","319","gtfs.line.1.319-0"
"1378","31","gtfs.line.1.31-1"
"1379","31","gtfs.line.1.31-0"
"1380","30M","gtfs.line.1.30m-0"
"1381","30D","gtfs.line.1.30d-1"
"1382","30D","gtfs.line.1.30d-0"
"1383","30A","gtfs.line.1.30a-0"
"1384","303B","gtfs.line.1.303b-1"
"1385","303B","gtfs.line.1.303b-0"
"1386","303","gtfs.line.1.303-1"
"1387","303","gtfs.line.1.303-0"
"1388","3","gtfs.line.1.3-1"
"1389","3","gtfs.line.1.3-0"
"1390","29Ş","gtfs.line.1.29-0"
"1391","29T","gtfs.line.1.29t-1"
"1392","29T","gtfs.line.1.29t-0"
"1393","29P","gtfs.line.1.29p-0"
"1394","29M2","gtfs.line.1.29m2-0"
"1395","29M1","gtfs.line.1.29m1-0"
"1396","29GM","gtfs.line.1.29gm-0"
"1397","29D","gtfs.line.1.29d-0"
"1398","29B","gtfs.line.1.29b-1"
"1399","29B","gtfs.line.1.29b-0"
"1400","29A","gtfs.line.1.29a-1"
"1401","29A","gtfs.line.1.29a-0"
"1402","E-3","gtfs.line.1.e3-1"
"1403","E-3","gtfs.line.1.e3-0"
"1404","E-2","gtfs.line.1.e2-1"
"1405","E-2","gtfs.line.1.e2-0"
"1406","E-10","gtfs.line.1.e10-1"
"1407","E-10","gtfs.line.1.e10-0"
"1408","DT2","gtfs.line.1.dt2-0"
"1409","DT1","gtfs.line.1.dt1-0"
"1410","9Ş","gtfs.line.1.9-1"
"1411","9Ş","gtfs.line.1.9-0"
"1412","9ÜD","gtfs.line.1.9d-1"
"1413","9ÜD","gtfs.line.1.9d-0"
"1414","9ÇN","gtfs.line.1.9n-1"
"1415","9ÇN","gtfs.line.1.9n-0"
"1416","9A","gtfs.line.1.9a-0"
"1417","99A","gtfs.line.1.99a-1"
"1418","99A","gtfs.line.1.99a-0"
"1419","99","gtfs.line.1.99-1"
"1420","98İ","gtfs.line.1.98-1"
"1421","28T","gtfs.line.1.28t-1"
"1422","28T","gtfs.line.1.28t-0"
"1423","28O","gtfs.line.1.28o-1"
"1424","28O","gtfs.line.1.28o-0"
"1425","28","gtfs.line.1.28-1"
"1426","28","gtfs.line.1.28-0"
"1427","27E","gtfs.line.1.27e-0"
"1428","26B","gtfs.line.1.26b-1"
"1429","26B","gtfs.line.1.26b-0"
"1430","26A","gtfs.line.1.26a-1"
