layer,code,name,cdk_id,type,clear_name,node_type
gtfs,39D,1 bus 39D,gtfs.line.1.39d-1,bus,,ptline
gtfs,39D,1 bus 39D,gtfs.line.1.39d-0,bus,,ptline
gtfs,39B,1 bus 39B,gtfs.line.1.39b-1,bus,,ptline
gtfs,39B,1 bus 39B,gtfs.line.1.39b-0,bus,,ptline
gtfs,399C,1 bus 399C,gtfs.line.1.399c-1,bus,,ptline
gtfs,399C,1 bus 399C,gtfs.line.1.399c-0,bus,,ptline
gtfs,399B,1 bus 399B,gtfs.line.1.399b-1,bus,,ptline
gtfs,399B,1 bus 399B,gtfs.line.1.399b-0,bus,,ptline
gtfs,38Z,1 bus 38Z,gtfs.line.1.38z-1,bus,,ptline
gtfs,38Z,1 bus 38Z,gtfs.line.1.38z-0,bus,,ptline
gtfs,38E,1 bus 38E,gtfs.line.1.38e-1,bus,,ptline
gtfs,38E,1 bus 38E,gtfs.line.1.38e-0,bus,,ptline
gtfs,38B,1 bus 38B,gtfs.line.1.38b-1,bus,,ptline
gtfs,38B,1 bus 38B,gtfs.line.1.38b-0,bus,,ptline
gtfs,38,1 bus 38,gtfs.line.1.38-1,bus,,ptline
gtfs,38,1 bus 38,gtfs.line.1.38-0,bus,,ptline
gtfs,37Y,1 bus 37Y,gtfs.line.1.37y-1,bus,,ptline
gtfs,37Y,1 bus 37Y,gtfs.line.1.37y-0,bus,,ptline
gtfs,37T,1 bus 37T,gtfs.line.1.37t-1,bus,,ptline
gtfs,37T,1 bus 37T,gtfs.line.1.37t-0,bus,,ptline
gtfs,37M,1 bus 37M,gtfs.line.1.37m-1,bus,,ptline
gtfs,37M,1 bus 37M,gtfs.line.1.37m-0,bus,,ptline
gtfs,37E,1 bus 37E,gtfs.line.1.37e-1,bus,,ptline
gtfs,37E,1 bus 37E,gtfs.line.1.37e-0,bus,,ptline
gtfs,37A,1 bus 37A,gtfs.line.1.37a-1,bus,,ptline
gtfs,37A,1 bus 37A,gtfs.line.1.37a-0,bus,,ptline
gtfs,36V,1 bus 36V,gtfs.line.1.36v-1,bus,,ptline
gtfs,36V,1 bus 36V,gtfs.line.1.36v-0,bus,,ptline
gtfs,36T,1 bus 36T,gtfs.line.1.36t-1,bus,,ptline
gtfs,36T,1 bus 36T,gtfs.line.1.36t-0,bus,,ptline
gtfs,36S,1 bus 36S,gtfs.line.1.36s-0,bus,,ptline
gtfs,36M,1 bus 36M,gtfs.line.1.36m-1,bus,,ptline
gtfs,36M,1 bus 36M,gtfs.line.1.36m-0,bus,,ptline
gtfs,36L,1 bus 36L,gtfs.line.1.36l-1,bus,,ptline
gtfs,36L,1 bus 36L,gtfs.line.1.36l-0,bus,,ptline
gtfs,36KE,1 bus 36KE,gtfs.line.1.36ke-1,bus,,ptline
gtfs,36KE,1 bus 36KE,gtfs.line.1.36ke-0,bus,,ptline
gtfs,36HT,1 bus 36HT,gtfs.line.1.36ht-1,bus,,ptline
gtfs,36HT,1 bus 36HT,gtfs.line.1.36ht-0,bus,,ptline
gtfs,36ES,1 bus 36ES,gtfs.line.1.36es-1,bus,,ptline
gtfs,36ES,1 bus 36ES,gtfs.line.1.36es-0,bus,,ptline
gtfs,36E,1 bus 36E,gtfs.line.1.36e-1,bus,,ptline
gtfs,36E,1 bus 36E,gtfs.line.1.36e-0,bus,,ptline
gtfs,36Cİ,1 bus 36Cİ,gtfs.line.1.36c-1,bus,,ptline
gtfs,36Cİ,1 bus 36Cİ,gtfs.line.1.36c-0,bus,,ptline
gtfs,36CY,1 bus 36CY,gtfs.line.1.36cy-1,bus,,ptline
gtfs,36CY,1 bus 36CY,gtfs.line.1.36cy-0,bus,,ptline
gtfs,36CE,1 bus 36CE,gtfs.line.1.36ce-1,bus,,ptline
gtfs,36CE,1 bus 36CE,gtfs.line.1.36ce-0,bus,,ptline
gtfs,36Bİ,1 bus 36Bİ,gtfs.line.1.36b-1,bus,,ptline
gtfs,36Bİ,1 bus 36Bİ,gtfs.line.1.36b-0,bus,,ptline
gtfs,36AY,1 bus 36AY,gtfs.line.1.36ay-0,bus,,ptline
gtfs,36A,1 bus 36A,gtfs.line.1.36a-1,bus,,ptline
gtfs,36A,1 bus 36A,gtfs.line.1.36a-0,bus,,ptline
gtfs,36,1 bus 36,gtfs.line.1.36-1,bus,,ptline
gtfs,36,1 bus 36,gtfs.line.1.36-0,bus,,ptline
gtfs,35D,1 bus 35D,gtfs.line.1.35d-1,bus,,ptline
gtfs,35D,1 bus 35D,gtfs.line.1.35d-0,bus,,ptline
gtfs,35C,1 bus 35C,gtfs.line.1.35c-1,bus,,ptline
gtfs,35C,1 bus 35C,gtfs.line.1.35c-0,bus,,ptline
gtfs,35A,1 bus 35A,gtfs.line.1.35a-1,bus,,ptline
gtfs,35,1 bus 35,gtfs.line.1.35-1,bus,,ptline
gtfs,35,1 bus 35,gtfs.line.1.35-0,bus,,ptline
gtfs,33Y,1 bus 33Y,gtfs.line.1.33y-1,bus,,ptline
gtfs,33Y,1 bus 33Y,gtfs.line.1.33y-0,bus,,ptline
gtfs,33M,1 bus 33M,gtfs.line.1.33m-1,bus,,ptline
gtfs,33M,1 bus 33M,gtfs.line.1.33m-0,bus,,ptline
gtfs,33ES,1 bus 33ES,gtfs.line.1.33es-1,bus,,ptline
gtfs,33ES,1 bus 33ES,gtfs.line.1.33es-0,bus,,ptline
gtfs,33E,1 bus 33E,gtfs.line.1.33e-1,bus,,ptline
gtfs,33E,1 bus 33E,gtfs.line.1.33e-0,bus,,ptline
gtfs,33B,1 bus 33B,gtfs.line.1.33b-1,bus,,ptline
gtfs,33B,1 bus 33B,gtfs.line.1.33b-0,bus,,ptline
gtfs,336İM,1 bus 336İM,gtfs.line.1.336m-1,bus,,ptline
gtfs,336İM,1 bus 336İM,gtfs.line.1.336m-0,bus,,ptline
gtfs,336T,1 bus 336T,gtfs.line.1.336t-1,bus,,ptline
gtfs,336T,1 bus 336T,gtfs.line.1.336t-0,bus,,ptline
gtfs,336H,1 bus 336H,gtfs.line.1.336h-1,bus,,ptline
gtfs,336H,1 bus 336H,gtfs.line.1.336h-0,bus,,ptline
gtfs,336E,1 bus 336E,gtfs.line.1.336e-1,bus,,ptline
gtfs,336E,1 bus 336E,gtfs.line.1.336e-0,bus,,ptline
gtfs,336D,1 bus 336D,gtfs.line.1.336d-1,bus,,ptline
gtfs,336D,1 bus 336D,gtfs.line.1.336d-0,bus,,ptline
gtfs,336A,1 bus 336A,gtfs.line.1.336a-1,bus,,ptline
gtfs,336A,1 bus 336A,gtfs.line.1.336a-0,bus,,ptline
gtfs,33,1 bus 33,gtfs.line.1.33-1,bus,,ptline
gtfs,33,1 bus 33,gtfs.line.1.33-0,bus,,ptline
gtfs,32T,1 bus 32T,gtfs.line.1.32t-1,bus,,ptline
gtfs,32T,1 bus 32T,gtfs.line.1.32t-0,bus,,ptline
gtfs,32M,1 bus 32M,gtfs.line.1.32m-1,bus,,ptline
gtfs,32M,1 bus 32M,gtfs.line.1.32m-0,bus,,ptline
gtfs,32A,1 bus 32A,gtfs.line.1.32a-1,bus,,ptline
gtfs,32A,1 bus 32A,gtfs.line.1.32a-0,bus,,ptline
gtfs,320A,1 bus 320A,gtfs.line.1.320a-1,bus,,ptline
gtfs,320A,1 bus 320A,gtfs.line.1.320a-0,bus,,ptline
gtfs,320,1 bus 320,gtfs.line.1.320-1,bus,,ptline
gtfs,320,1 bus 320,gtfs.line.1.320-0,bus,,ptline
gtfs,32,1 bus 32,gtfs.line.1.32-1,bus,,ptline
gtfs,32,1 bus 32,gtfs.line.1.32-0,bus,,ptline
gtfs,31Y,1 bus 31Y,gtfs.line.1.31y-1,bus,,ptline
gtfs,31Y,1 bus 31Y,gtfs.line.1.31y-0,bus,,ptline
gtfs,31K,1 bus 31K,gtfs.line.1.31k-1,bus,,ptline
gtfs,31K,1 bus 31K,gtfs.line.1.31k-0,bus,,ptline
gtfs,31E,1 bus 31E,gtfs.line.1.31e-1,bus,,ptline
gtfs,31E,1 bus 31E,gtfs.line.1.31e-0,bus,,ptline
gtfs,319,1 bus 319,gtfs.line.1.319-1,bus,,ptline
gtfs,319,1 bus 319,gtfs.line.1.319-0,bus,,ptline
gtfs,31,1 bus 31,gtfs.line.1.31-1,bus,,ptline
gtfs,31,1 bus 31,gtfs.line.1.31-0,bus,,ptline
gtfs,30M,1 bus 30M,gtfs.line.1.30m-0,bus,,ptline
gtfs,30D,1 bus 30D,gtfs.line.1.30d-1,bus,,ptline
gtfs,30D,1 bus 30D,gtfs.line.1.30d-0,bus,,ptline
gtfs,30A,1 bus 30A,gtfs.line.1.30a-0,bus,,ptline
gtfs,303B,1 bus 303B,gtfs.line.1.303b-1,bus,,ptline
gtfs,303B,1 bus 303B,gtfs.line.1.303b-0,bus,,ptline
gtfs,303,1 bus 303,gtfs.line.1.303-1,bus,,ptline
gtfs,303,1 bus 303,gtfs.line.1.303-0,bus,,ptline
gtfs,3,1 bus 3,gtfs.line.1.3-1,bus,,ptline
gtfs,3,1 bus 3,gtfs.line.1.3-0,bus,,ptline
gtfs,29Ş,1 bus 29Ş,gtfs.line.1.29-0,bus,,ptline
gtfs,29T,1 bus 29T,gtfs.line.1.29t-1,bus,,ptline
gtfs,29T,1 bus 29T,gtfs.line.1.29t-0,bus,,ptline
gtfs,29P,1 bus 29P,gtfs.line.1.29p-0,bus,,ptline
gtfs,29M2,1 bus 29M2,gtfs.line.1.29m2-0,bus,,ptline
gtfs,29M1,1 bus 29M1,gtfs.line.1.29m1-0,bus,,ptline
gtfs,29GM,1 bus 29GM,gtfs.line.1.29gm-0,bus,,ptline
gtfs,29D,1 bus 29D,gtfs.line.1.29d-0,bus,,ptline
gtfs,29B,1 bus 29B,gtfs.line.1.29b-1,bus,,ptline
gtfs,29B,1 bus 29B,gtfs.line.1.29b-0,bus,,ptline
gtfs,29A,1 bus 29A,gtfs.line.1.29a-1,bus,,ptline
gtfs,29A,1 bus 29A,gtfs.line.1.29a-0,bus,,ptline
gtfs,E-3,1 bus E-3,gtfs.line.1.e3-1,bus,,ptline
gtfs,E-3,1 bus E-3,gtfs.line.1.e3-0,bus,,ptline
gtfs,E-2,1 bus E-2,gtfs.line.1.e2-1,bus,,ptline
gtfs,E-2,1 bus E-2,gtfs.line.1.e2-0,bus,,ptline
gtfs,E-10,1 bus E-10,gtfs.line.1.e10-1,bus,,ptline
gtfs,E-10,1 bus E-10,gtfs.line.1.e10-0,bus,,ptline
gtfs,DT2,1 bus DT2,gtfs.line.1.dt2-0,bus,,ptline
gtfs,DT1,1 bus DT1,gtfs.line.1.dt1-0,bus,,ptline
gtfs,9Ş,1 bus 9Ş,gtfs.line.1.9-1,bus,,ptline
gtfs,9Ş,1 bus 9Ş,gtfs.line.1.9-0,bus,,ptline
gtfs,9ÜD,1 bus 9ÜD,gtfs.line.1.9d-1,bus,,ptline
gtfs,9ÜD,1 bus 9ÜD,gtfs.line.1.9d-0,bus,,ptline
gtfs,9ÇN,1 bus 9ÇN,gtfs.line.1.9n-1,bus,,ptline
gtfs,9ÇN,1 bus 9ÇN,gtfs.line.1.9n-0,bus,,ptline
gtfs,9A,1 bus 9A,gtfs.line.1.9a-0,bus,,ptline
gtfs,99A,1 bus 99A,gtfs.line.1.99a-1,bus,,ptline
gtfs,99A,1 bus 99A,gtfs.line.1.99a-0,bus,,ptline
gtfs,99,1 bus 99,gtfs.line.1.99-1,bus,,ptline
gtfs,98İ,1 bus 98İ,gtfs.line.1.98-1,bus,,ptline
gtfs,28T,1 bus 28T,gtfs.line.1.28t-1,bus,,ptline
gtfs,28T,1 bus 28T,gtfs.line.1.28t-0,bus,,ptline
gtfs,28O,1 bus 28O,gtfs.line.1.28o-1,bus,,ptline
gtfs,28O,1 bus 28O,gtfs.line.1.28o-0,bus,,ptline
gtfs,28,1 bus 28,gtfs.line.1.28-1,bus,,ptline
gtfs,28,1 bus 28,gtfs.line.1.28-0,bus,,ptline
gtfs,27E,1 bus 27E,gtfs.line.1.27e-0,bus,,ptline
gtfs,26B,1 bus 26B,gtfs.line.1.26b-1,bus,,ptline
gtfs,26B,1 bus 26B,gtfs.line.1.26b-0,bus,,ptline
gtfs,26A,1 bus 26A,gtfs.line.1.26a-1,bus,,ptline
gtfs,26A,1 bus 26A,gtfs.line.1.26a-0,bus,,ptline
gtfs,26,1 bus 26,gtfs.line.1.26-1,bus,,ptline
gtfs,26,1 bus 26,gtfs.line.1.26-0,bus,,ptline
gtfs,25Y,1 bus 25Y,gtfs.line.1.25y-1,bus,,ptline
gtfs,25Y,1 bus 25Y,gtfs.line.1.25y-0,bus,,ptline
gtfs,25T,1 bus 25T,gtfs.line.1.25t-1,bus,,ptline
gtfs,25T,1 bus 25T,gtfs.line.1.25t-0,bus,,ptline
gtfs,25H,1 bus 25H,gtfs.line.1.25h-0,bus,,ptline
gtfs,25G,1 bus 25G,gtfs.line.1.25g-1,bus,,ptline
gtfs,25G,1 bus 25G,gtfs.line.1.25g-0,bus,,ptline
gtfs,25E,1 bus 25E,gtfs.line.1.25e-1,bus,,ptline
gtfs,25E,1 bus 25E,gtfs.line.1.25e-0,bus,,ptline
gtfs,25A,1 bus 25A,gtfs.line.1.25a-1,bus,,ptline
gtfs,25A,1 bus 25A,gtfs.line.1.25a-0,bus,,ptline
gtfs,256,1 bus 256,gtfs.line.1.256-1,bus,,ptline
gtfs,256,1 bus 256,gtfs.line.1.256-0,bus,,ptline
gtfs,16KH,1 bus 16KH,gtfs.line.1.16kh-1,bus,,ptline
gtfs,16KH,1 bus 16KH,gtfs.line.1.16kh-0,bus,,ptline
gtfs,16K,1 bus 16K,gtfs.line.1.16k-1,bus,,ptline
gtfs,16K,1 bus 16K,gtfs.line.1.16k-0,bus,,ptline
gtfs,16F,1 bus 16F,gtfs.line.1.16f-1,bus,,ptline
gtfs,16F,1 bus 16F,gtfs.line.1.16f-0,bus,,ptline
gtfs,16D,1 bus 16D,gtfs.line.1.16d-1,bus,,ptline
gtfs,16D,1 bus 16D,gtfs.line.1.16d-0,bus,,ptline
gtfs,16C,1 bus 16C,gtfs.line.1.16c-1,bus,,ptline
gtfs,16C,1 bus 16C,gtfs.line.1.16c-0,bus,,ptline
gtfs,16B,1 bus 16B,gtfs.line.1.16b-1,bus,,ptline
gtfs,16B,1 bus 16B,gtfs.line.1.16b-0,bus,,ptline
gtfs,16A,1 bus 16A,gtfs.line.1.16a-1,bus,,ptline
gtfs,16A,1 bus 16A,gtfs.line.1.16a-0,bus,,ptline
gtfs,16,1 bus 16,gtfs.line.1.16-1,bus,,ptline
gtfs,16,1 bus 16,gtfs.line.1.16-0,bus,,ptline
gtfs,15ŞN,1 bus 15ŞN,gtfs.line.1.15n-1,bus,,ptline
gtfs,15ŞN,1 bus 15ŞN,gtfs.line.1.15n-0,bus,,ptline
gtfs,15ÇK,1 bus 15ÇK,gtfs.line.1.15k-1,bus,,ptline
gtfs,15ÇK,1 bus 15ÇK,gtfs.line.1.15k-0,bus,,ptline
gtfs,15Y,1 bus 15Y,gtfs.line.1.15y-0,bus,,ptline
gtfs,15U,1 bus 15U,gtfs.line.1.15u-1,bus,,ptline
gtfs,15U,1 bus 15U,gtfs.line.1.15u-0,bus,,ptline
gtfs,15TY,1 bus 15TY,gtfs.line.1.15ty-1,bus,,ptline
gtfs,15TY,1 bus 15TY,gtfs.line.1.15ty-0,bus,,ptline
gtfs,15S,1 bus 15S,gtfs.line.1.15s-1,bus,,ptline
gtfs,15S,1 bus 15S,gtfs.line.1.15s-0,bus,,ptline
gtfs,15R,1 bus 15R,gtfs.line.1.15r-1,bus,,ptline
gtfs,15R,1 bus 15R,gtfs.line.1.15r-0,bus,,ptline
gtfs,15P,1 bus 15P,gtfs.line.1.15p-1,bus,,ptline
gtfs,15P,1 bus 15P,gtfs.line.1.15p-0,bus,,ptline
gtfs,15E,1 bus 15E,gtfs.line.1.15e-1,bus,,ptline
gtfs,15E,1 bus 15E,gtfs.line.1.15e-0,bus,,ptline
gtfs,15D,1 bus 15D,gtfs.line.1.15d-1,bus,,ptline
gtfs,15D,1 bus 15D,gtfs.line.1.15d-0,bus,,ptline
gtfs,15C,1 bus 15C,gtfs.line.1.15c-1,bus,,ptline
gtfs,15C,1 bus 15C,gtfs.line.1.15c-0,bus,,ptline
gtfs,15BK,1 bus 15BK,gtfs.line.1.15bk-1,bus,,ptline
gtfs,15BK,1 bus 15BK,gtfs.line.1.15bk-0,bus,,ptline
gtfs,15B,1 bus 15B,gtfs.line.1.15b-1,bus,,ptline
gtfs,15B,1 bus 15B,gtfs.line.1.15b-0,bus,,ptline
gtfs,15A,1 bus 15A,gtfs.line.1.15a-1,bus,,ptline
gtfs,15A,1 bus 15A,gtfs.line.1.15a-0,bus,,ptline
gtfs,153,1 bus 153,gtfs.line.1.153-1,bus,,ptline
gtfs,153,1 bus 153,gtfs.line.1.153-0,bus,,ptline
gtfs,152,1 bus 152,gtfs.line.1.152-1,bus,,ptline
gtfs,152,1 bus 152,gtfs.line.1.152-0,bus,,ptline
gtfs,151,1 bus 151,gtfs.line.1.151-1,bus,,ptline
gtfs,151,1 bus 151,gtfs.line.1.151-0,bus,,ptline
gtfs,150,1 bus 150,gtfs.line.1.150-1,bus,,ptline
gtfs,150,1 bus 150,gtfs.line.1.150-0,bus,,ptline
gtfs,15,1 bus 15,gtfs.line.1.15-1,bus,,ptline
gtfs,15,1 bus 15,gtfs.line.1.15-0,bus,,ptline
gtfs,14ŞB,1 bus 14ŞB,gtfs.line.1.14b-1,bus,,ptline
gtfs,14ŞB,1 bus 14ŞB,gtfs.line.1.14b-0,bus,,ptline
gtfs,14ÇK,1 bus 14ÇK,gtfs.line.1.14k-1,bus,,ptline
gtfs,14ÇK,1 bus 14ÇK,gtfs.line.1.14k-0,bus,,ptline
gtfs,14Y,1 bus 14Y,gtfs.line.1.14y-1,bus,,ptline
gtfs,14Y,1 bus 14Y,gtfs.line.1.14y-0,bus,,ptline
gtfs,14S,1 bus 14S,gtfs.line.1.14s-1,bus,,ptline
gtfs,14S,1 bus 14S,gtfs.line.1.14s-0,bus,,ptline
gtfs,14R,1 bus 14R,gtfs.line.1.14r-1,bus,,ptline
gtfs,14R,1 bus 14R,gtfs.line.1.14r-0,bus,,ptline
gtfs,14M,1 bus 14M,gtfs.line.1.14m-1,bus,,ptline
gtfs,14M,1 bus 14M,gtfs.line.1.14m-0,bus,,ptline
gtfs,14KS,1 bus 14KS,gtfs.line.1.14ks-1,bus,,ptline
gtfs,14KS,1 bus 14KS,gtfs.line.1.14ks-0,bus,,ptline
gtfs,14F,1 bus 14F,gtfs.line.1.14f-1,bus,,ptline
gtfs,14F,1 bus 14F,gtfs.line.1.14f-0,bus,,ptline
gtfs,14ES,1 bus 14ES,gtfs.line.1.14es-1,bus,,ptline
gtfs,14E,1 bus 14E,gtfs.line.1.14e-1,bus,,ptline
gtfs,14E,1 bus 14E,gtfs.line.1.14e-0,bus,,ptline
gtfs,14DK,1 bus 14DK,gtfs.line.1.14dk-1,bus,,ptline
gtfs,14DK,1 bus 14DK,gtfs.line.1.14dk-0,bus,,ptline
gtfs,14D,1 bus 14D,gtfs.line.1.14d-1,bus,,ptline
gtfs,14D,1 bus 14D,gtfs.line.1.14d-0,bus,,ptline
gtfs,14C,1 bus 14C,gtfs.line.1.14c-1,bus,,ptline
gtfs,14C,1 bus 14C,gtfs.line.1.14c-0,bus,,ptline
gtfs,14BK,1 bus 14BK,gtfs.line.1.14bk-1,bus,,ptline
gtfs,14BK,1 bus 14BK,gtfs.line.1.14bk-0,bus,,ptline
gtfs,14AK,1 bus 14AK,gtfs.line.1.14ak-1,bus,,ptline
gtfs,14A,1 bus 14A,gtfs.line.1.14a-1,bus,,ptline
gtfs,14A,1 bus 14A,gtfs.line.1.14a-0,bus,,ptline
gtfs,147,1 bus 147,gtfs.line.1.147-1,bus,,ptline
gtfs,147,1 bus 147,gtfs.line.1.147-0,bus,,ptline
gtfs,146T,1 bus 146T,gtfs.line.1.146t-1,bus,,ptline
gtfs,146T,1 bus 146T,gtfs.line.1.146t-0,bus,,ptline
gtfs,146M,1 bus 146M,gtfs.line.1.146m-1,bus,,ptline
gtfs,146M,1 bus 146M,gtfs.line.1.146m-0,bus,,ptline
gtfs,146B,1 bus 146B,gtfs.line.1.146b-1,bus,,ptline
gtfs,146B,1 bus 146B,gtfs.line.1.146b-0,bus,,ptline
gtfs,146,1 bus 146,gtfs.line.1.146-1,bus,,ptline
gtfs,146,1 bus 146,gtfs.line.1.146-0,bus,,ptline
gtfs,145T,1 bus 145T,gtfs.line.1.145t-1,bus,,ptline
gtfs,145T,1 bus 145T,gtfs.line.1.145t-0,bus,,ptline
gtfs,145M,1 bus 145M,gtfs.line.1.145m-1,bus,,ptline
gtfs,145M,1 bus 145M,gtfs.line.1.145m-0,bus,,ptline
gtfs,145,1 bus 145,gtfs.line.1.145-1,bus,,ptline
gtfs,145,1 bus 145,gtfs.line.1.145-0,bus,,ptline
gtfs,143,1 bus 143,gtfs.line.1.143-1,bus,,ptline
gtfs,143,1 bus 143,gtfs.line.1.143-0,bus,,ptline
gtfs,142F,1 bus 142F,gtfs.line.1.142f-1,bus,,ptline
gtfs,142F,1 bus 142F,gtfs.line.1.142f-0,bus,,ptline
gtfs,142A,1 bus 142A,gtfs.line.1.142a-1,bus,,ptline
gtfs,142A,1 bus 142A,gtfs.line.1.142a-0,bus,,ptline
gtfs,142,1 bus 142,gtfs.line.1.142-1,bus,,ptline
gtfs,142,1 bus 142,gtfs.line.1.142-0,bus,,ptline
gtfs,14,1 bus 14,gtfs.line.1.14-1,bus,,ptline
gtfs,14,1 bus 14,gtfs.line.1.14-0,bus,,ptline
gtfs,13B,1 bus 13B,gtfs.line.1.13b-1,bus,,ptline
gtfs,13B,1 bus 13B,gtfs.line.1.13b-0,bus,,ptline
gtfs,13AB,1 bus 13AB,gtfs.line.1.13ab-1,bus,,ptline
gtfs,13AB,1 bus 13AB,gtfs.line.1.13ab-0,bus,,ptline
gtfs,139T,1 bus 139T,gtfs.line.1.139t-1,bus,,ptline
gtfs,139T,1 bus 139T,gtfs.line.1.139t-0,bus,,ptline
gtfs,139A,1 bus 139A,gtfs.line.1.139a-1,bus,,ptline
gtfs,139A,1 bus 139A,gtfs.line.1.139a-0,bus,,ptline
gtfs,139,1 bus 139,gtfs.line.1.139-1,bus,,ptline
gtfs,139,1 bus 139,gtfs.line.1.139-0,bus,,ptline
gtfs,138,1 bus 138,gtfs.line.1.138-1,bus,,ptline
gtfs,138,1 bus 138,gtfs.line.1.138-0,bus,,ptline
gtfs,137,1 bus 137,gtfs.line.1.137-1,bus,,ptline
gtfs,137,1 bus 137,gtfs.line.1.137-0,bus,,ptline
gtfs,136,1 bus 136,gtfs.line.1.136-1,bus,,ptline
gtfs,136,1 bus 136,gtfs.line.1.136-0,bus,,ptline
gtfs,135K,1 bus 135K,gtfs.line.1.135k-1,bus,,ptline
gtfs,135K,1 bus 135K,gtfs.line.1.135k-0,bus,,ptline
gtfs,135G,1 bus 135G,gtfs.line.1.135g-1,bus,,ptline
gtfs,135G,1 bus 135G,gtfs.line.1.135g-0,bus,,ptline
gtfs,135A,1 bus 135A,gtfs.line.1.135a-1,bus,,ptline
gtfs,135A,1 bus 135A,gtfs.line.1.135a-0,bus,,ptline
gtfs,135,1 bus 135,gtfs.line.1.135-1,bus,,ptline
gtfs,135,1 bus 135,gtfs.line.1.135-0,bus,,ptline
gtfs,134YK,1 bus 134YK,gtfs.line.1.134yk-1,bus,,ptline
gtfs,134YK,1 bus 134YK,gtfs.line.1.134yk-0,bus,,ptline
gtfs,134UK,1 bus 134UK,gtfs.line.1.134uk-1,bus,,ptline
gtfs,134UK,1 bus 134UK,gtfs.line.1.134uk-0,bus,,ptline
gtfs,134GK,1 bus 134GK,gtfs.line.1.134gk-1,bus,,ptline
gtfs,134GK,1 bus 134GK,gtfs.line.1.134gk-0,bus,,ptline
gtfs,134DK,1 bus 134DK,gtfs.line.1.134dk-1,bus,,ptline
gtfs,134DK,1 bus 134DK,gtfs.line.1.134dk-0,bus,,ptline
gtfs,134CK,1 bus 134CK,gtfs.line.1.134ck-1,bus,,ptline
gtfs,134CK,1 bus 134CK,gtfs.line.1.134ck-0,bus,,ptline
gtfs,134BK,1 bus 134BK,gtfs.line.1.134bk-1,bus,,ptline
gtfs,134BK,1 bus 134BK,gtfs.line.1.134bk-0,bus,,ptline
gtfs,134,1 bus 134,gtfs.line.1.134-1,bus,,ptline
gtfs,134,1 bus 134,gtfs.line.1.134-0,bus,,ptline
gtfs,133Ş,1 bus 133Ş,gtfs.line.1.133-1,bus,,ptline
gtfs,133Ş,1 bus 133Ş,gtfs.line.1.133-0,bus,,ptline
gtfs,133TK,1 bus 133TK,gtfs.line.1.133tk-1,bus,,ptline
gtfs,133TK,1 bus 133TK,gtfs.line.1.133tk-0,bus,,ptline
gtfs,133T,1 bus 133T,gtfs.line.1.133t-1,bus,,ptline
gtfs,133T,1 bus 133T,gtfs.line.1.133t-0,bus,,ptline
gtfs,133P,1 bus 133P,gtfs.line.1.133p-1,bus,,ptline
gtfs,133P,1 bus 133P,gtfs.line.1.133p-0,bus,,ptline
gtfs,133M,1 bus 133M,gtfs.line.1.133m-1,bus,,ptline
gtfs,133M,1 bus 133M,gtfs.line.1.133m-0,bus,,ptline
gtfs,133K,1 bus 133K,gtfs.line.1.133k-1,bus,,ptline
gtfs,133K,1 bus 133K,gtfs.line.1.133k-0,bus,,ptline
gtfs,133GP,1 bus 133GP,gtfs.line.1.133gp-1,bus,,ptline
gtfs,133GP,1 bus 133GP,gtfs.line.1.133gp-0,bus,,ptline
gtfs,133G,1 bus 133G,gtfs.line.1.133g-1,bus,,ptline
gtfs,133G,1 bus 133G,gtfs.line.1.133g-0,bus,,ptline
gtfs,133F,1 bus 133F,gtfs.line.1.133f-1,bus,,ptline
gtfs,133F,1 bus 133F,gtfs.line.1.133f-0,bus,,ptline
gtfs,133AK,1 bus 133AK,gtfs.line.1.133ak-1,bus,,ptline
gtfs,133AK,1 bus 133AK,gtfs.line.1.133ak-0,bus,,ptline
gtfs,133A,1 bus 133A,gtfs.line.1.133a-1,bus,,ptline
gtfs,133A,1 bus 133A,gtfs.line.1.133a-0,bus,,ptline
gtfs,132V,1 bus 132V,gtfs.line.1.132v-0,bus,,ptline
gtfs,132S,1 bus 132S,gtfs.line.1.132s-0,bus,,ptline
gtfs,132P,1 bus 132P,gtfs.line.1.132p-1,bus,,ptline
gtfs,132P,1 bus 132P,gtfs.line.1.132p-0,bus,,ptline
gtfs,132K,1 bus 132K,gtfs.line.1.132k-1,bus,,ptline
gtfs,132K,1 bus 132K,gtfs.line.1.132k-0,bus,,ptline
gtfs,132F,1 bus 132F,gtfs.line.1.132f-1,bus,,ptline
gtfs,132F,1 bus 132F,gtfs.line.1.132f-0,bus,,ptline
gtfs,M2B,2 subway M2B,gtfs.line.2.m2b-1,subway,,ptline
gtfs,59C,1 bus 59C,gtfs.line.1.59c-0,bus,,ptline
gtfs,59B,1 bus 59B,gtfs.line.1.59b-0,bus,,ptline
gtfs,59A,1 bus 59A,gtfs.line.1.59a-0,bus,,ptline
gtfs,58S,1 bus 58S,gtfs.line.1.58s-0,bus,,ptline
gtfs,57UL,1 bus 57UL,gtfs.line.1.57ul-1,bus,,ptline
gtfs,57UL,1 bus 57UL,gtfs.line.1.57ul-0,bus,,ptline
gtfs,55Y,1 bus 55Y,gtfs.line.1.55y-1,bus,,ptline
gtfs,55Y,1 bus 55Y,gtfs.line.1.55y-0,bus,,ptline
gtfs,55T,1 bus 55T,gtfs.line.1.55t-0,bus,,ptline
gtfs,55M,1 bus 55M,gtfs.line.1.55m-0,bus,,ptline
