stop_list,cdk_id
gtfs.stop.istb.184158;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.189113;gtfs.stop.istb.189107;gtfs.stop.istb.189105;gtfs.stop.istb.189103;gtfs.stop.istb.188997;gtfs.stop.istb.188241;gtfs.stop.istb.188243;gtfs.stop.istb.188247;gtfs.stop.istb.188248;gtfs.stop.istb.188252;gtfs.stop.istb.193421;gtfs.stop.istb.193419;gtfs.stop.istb.193658;gtfs.stop.istb.193112;gtfs.stop.istb.193692;gtfs.stop.istb.193349;gtfs.stop.istb.193460;gtfs.stop.istb.189873;gtfs.stop.istb.189691;gtfs.stop.istb.194431;gtfs.stop.istb.193110;gtfs.stop.istb.189871;gtfs.stop.istb.194131;gtfs.stop.istb.194133;gtfs.stop.istb.194134;gtfs.stop.istb.194132;gtfs.stop.istb.194130;gtfs.stop.istb.194129;gtfs.stop.istb.194127;gtfs.stop.istb.194125;gtfs.stop.istb.194123;gtfs.stop.istb.194121;gtfs.stop.istb.194119;gtfs.stop.istb.194117;gtfs.stop.istb.192960;gtfs.stop.istb.192963;gtfs.stop.istb.192965;gtfs.stop.istb.189730;gtfs.stop.istb.189567;gtfs.stop.istb.194074;gtfs.stop.istb.190536;gtfs.stop.istb.194136;gtfs.stop.istb.189677;gtfs.stop.istb.189680;gtfs.stop.istb.189719;gtfs.stop.istb.189763;gtfs.stop.istb.194031;gtfs.stop.istb.193744,gtfs.line.1.76e-1
gtfs.stop.istb.184158;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.189113;gtfs.stop.istb.189107;gtfs.stop.istb.189105;gtfs.stop.istb.189103;gtfs.stop.istb.189098;gtfs.stop.istb.189064;gtfs.stop.istb.189095;gtfs.stop.istb.189093;gtfs.stop.istb.189091;gtfs.stop.istb.189089;gtfs.stop.istb.189207;gtfs.stop.istb.189086;gtfs.stop.istb.188461;gtfs.stop.istb.190836;gtfs.stop.istb.190838;gtfs.stop.istb.190841;gtfs.stop.istb.190843;gtfs.stop.istb.190845;gtfs.stop.istb.190362;gtfs.stop.istb.190848;gtfs.stop.istb.193905;gtfs.stop.istb.193903;gtfs.stop.istb.190849;gtfs.stop.istb.189419;gtfs.stop.istb.189417;gtfs.stop.istb.189415;gtfs.stop.istb.189413;gtfs.stop.istb.189411;gtfs.stop.istb.189409;gtfs.stop.istb.189407;gtfs.stop.istb.189421;gtfs.stop.istb.189423;gtfs.stop.istb.189429;gtfs.stop.istb.193655;gtfs.stop.istb.189614;gtfs.stop.istb.193645;gtfs.stop.istb.193016;gtfs.stop.istb.193012;gtfs.stop.istb.193010;gtfs.stop.istb.193014;gtfs.stop.istb.189464;gtfs.stop.istb.193007;gtfs.stop.istb.189860;gtfs.stop.istb.192937;gtfs.stop.istb.189466;gtfs.stop.istb.189468;gtfs.stop.istb.189470;gtfs.stop.istb.192924;gtfs.stop.istb.190429;gtfs.stop.istb.189472;gtfs.stop.istb.189474;gtfs.stop.istb.189476;gtfs.stop.istb.190374;gtfs.stop.istb.189478;gtfs.stop.istb.189480;gtfs.stop.istb.189482;gtfs.stop.istb.190312;gtfs.stop.istb.189485;gtfs.stop.istb.194021;gtfs.stop.istb.190355;gtfs.stop.istb.189730;gtfs.stop.istb.189566;gtfs.stop.istb.194073;gtfs.stop.istb.190536;gtfs.stop.istb.194117;gtfs.stop.istb.194115;gtfs.stop.istb.189502,gtfs.line.1.76d-1
gtfs.stop.istb.193744;gtfs.stop.istb.194030;gtfs.stop.istb.189763;gtfs.stop.istb.189719;gtfs.stop.istb.189680;gtfs.stop.istb.189676;gtfs.stop.istb.194135;gtfs.stop.istb.190535;gtfs.stop.istb.194073;gtfs.stop.istb.189565;gtfs.stop.istb.189729;gtfs.stop.istb.192970;gtfs.stop.istb.192964;gtfs.stop.istb.192962;gtfs.stop.istb.192960;gtfs.stop.istb.194114;gtfs.stop.istb.194116;gtfs.stop.istb.194118;gtfs.stop.istb.194120;gtfs.stop.istb.194122;gtfs.stop.istb.194124;gtfs.stop.istb.194126;gtfs.stop.istb.194128;gtfs.stop.istb.194130;gtfs.stop.istb.194132;gtfs.stop.istb.194134;gtfs.stop.istb.194133;gtfs.stop.istb.194131;gtfs.stop.istb.189870;gtfs.stop.istb.193111;gtfs.stop.istb.194430;gtfs.stop.istb.189690;gtfs.stop.istb.189872;gtfs.stop.istb.193459;gtfs.stop.istb.188251;gtfs.stop.istb.188249;gtfs.stop.istb.188246;gtfs.stop.istb.188244;gtfs.stop.istb.188242;gtfs.stop.istb.188998;gtfs.stop.istb.189104;gtfs.stop.istb.189106;gtfs.stop.istb.189108;gtfs.stop.istb.189114;gtfs.stop.istb.184185;gtfs.stop.istb.184190;gtfs.stop.istb.184192;gtfs.stop.istb.184194;gtfs.stop.istb.184165;gtfs.stop.istb.184158,gtfs.line.1.76e-0
gtfs.stop.istb.190997;gtfs.stop.istb.191004;gtfs.stop.istb.191006;gtfs.stop.istb.191009;gtfs.stop.istb.190895;gtfs.stop.istb.190845;gtfs.stop.istb.190362;gtfs.stop.istb.190848;gtfs.stop.istb.193903;gtfs.stop.istb.193905;gtfs.stop.istb.190849;gtfs.stop.istb.189419;gtfs.stop.istb.189417;gtfs.stop.istb.189415;gtfs.stop.istb.189413;gtfs.stop.istb.189411;gtfs.stop.istb.189409;gtfs.stop.istb.190454;gtfs.stop.istb.189407;gtfs.stop.istb.189421;gtfs.stop.istb.189423;gtfs.stop.istb.190917;gtfs.stop.istb.189430;gtfs.stop.istb.189431;gtfs.stop.istb.189435;gtfs.stop.istb.189437;gtfs.stop.istb.193042;gtfs.stop.istb.189439;gtfs.stop.istb.193640;gtfs.stop.istb.193655;gtfs.stop.istb.189614;gtfs.stop.istb.189613;gtfs.stop.istb.189617;gtfs.stop.istb.189456;gtfs.stop.istb.194196;gtfs.stop.istb.189619;gtfs.stop.istb.189621;gtfs.stop.istb.189623;gtfs.stop.istb.189625;gtfs.stop.istb.189627;gtfs.stop.istb.189629;gtfs.stop.istb.190523,gtfs.line.1.76b-1
gtfs.stop.istb.194065;gtfs.stop.istb.189491;gtfs.stop.istb.189544;gtfs.stop.istb.194169;gtfs.stop.istb.189786;gtfs.stop.istb.189923;gtfs.stop.istb.190015;gtfs.stop.istb.190122;gtfs.stop.istb.194171;gtfs.stop.istb.190328;gtfs.stop.istb.190332;gtfs.stop.istb.190341;gtfs.stop.istb.194083;gtfs.stop.istb.194139;gtfs.stop.istb.194141;gtfs.stop.istb.194143;gtfs.stop.istb.189608;gtfs.stop.istb.189785;gtfs.stop.istb.189611;gtfs.stop.istb.189792;gtfs.stop.istb.190450;gtfs.stop.istb.190878;gtfs.stop.istb.190525;gtfs.stop.istb.190555;gtfs.stop.istb.190556;gtfs.stop.istb.189687;gtfs.stop.istb.194137;gtfs.stop.istb.189688;gtfs.stop.istb.189685;gtfs.stop.istb.193911;gtfs.stop.istb.190157;gtfs.stop.istb.190159;gtfs.stop.istb.189663;gtfs.stop.istb.189902;gtfs.stop.istb.189903;gtfs.stop.istb.189904;gtfs.stop.istb.189906;gtfs.stop.istb.188265;gtfs.stop.istb.184213;gtfs.stop.istb.184432;gtfs.stop.istb.184330;gtfs.stop.istb.184130,gtfs.line.1.78m-0
gtfs.stop.istb.189502;gtfs.stop.istb.194114;gtfs.stop.istb.194116;gtfs.stop.istb.190535;gtfs.stop.istb.194074;gtfs.stop.istb.189565;gtfs.stop.istb.189729;gtfs.stop.istb.190354;gtfs.stop.istb.194020;gtfs.stop.istb.189484;gtfs.stop.istb.190311;gtfs.stop.istb.189483;gtfs.stop.istb.189481;gtfs.stop.istb.189479;gtfs.stop.istb.190373;gtfs.stop.istb.189477;gtfs.stop.istb.189475;gtfs.stop.istb.189473;gtfs.stop.istb.190430;gtfs.stop.istb.192923;gtfs.stop.istb.189471;gtfs.stop.istb.189469;gtfs.stop.istb.189467;gtfs.stop.istb.192936;gtfs.stop.istb.189860;gtfs.stop.istb.193006;gtfs.stop.istb.189463;gtfs.stop.istb.193013;gtfs.stop.istb.193009;gtfs.stop.istb.193011;gtfs.stop.istb.193015;gtfs.stop.istb.193645;gtfs.stop.istb.193656;gtfs.stop.istb.189438;gtfs.stop.istb.193041;gtfs.stop.istb.191012;gtfs.stop.istb.189428;gtfs.stop.istb.189422;gtfs.stop.istb.189420;gtfs.stop.istb.189406;gtfs.stop.istb.189408;gtfs.stop.istb.189410;gtfs.stop.istb.189412;gtfs.stop.istb.189414;gtfs.stop.istb.189416;gtfs.stop.istb.189418;gtfs.stop.istb.190850;gtfs.stop.istb.190847;gtfs.stop.istb.190363;gtfs.stop.istb.190846;gtfs.stop.istb.190946;gtfs.stop.istb.190842;gtfs.stop.istb.190839;gtfs.stop.istb.190837;gtfs.stop.istb.188462;gtfs.stop.istb.189085;gtfs.stop.istb.189206;gtfs.stop.istb.189088;gtfs.stop.istb.189090;gtfs.stop.istb.189092;gtfs.stop.istb.189094;gtfs.stop.istb.189063;gtfs.stop.istb.189097;gtfs.stop.istb.189104;gtfs.stop.istb.189106;gtfs.stop.istb.189108;gtfs.stop.istb.189114;gtfs.stop.istb.184185;gtfs.stop.istb.184190;gtfs.stop.istb.184192;gtfs.stop.istb.184194;gtfs.stop.istb.184165;gtfs.stop.istb.184158,gtfs.line.1.76d-0
gtfs.stop.istb.190442;gtfs.stop.istb.190849;gtfs.stop.istb.189419;gtfs.stop.istb.189417;gtfs.stop.istb.189415;gtfs.stop.istb.189413;gtfs.stop.istb.189411;gtfs.stop.istb.189409;gtfs.stop.istb.189405;gtfs.stop.istb.189403;gtfs.stop.istb.189401;gtfs.stop.istb.189399;gtfs.stop.istb.189397;gtfs.stop.istb.193998;gtfs.stop.istb.189389;gtfs.stop.istb.194024;gtfs.stop.istb.194107;gtfs.stop.istb.189388;gtfs.stop.istb.189386;gtfs.stop.istb.189393;gtfs.stop.istb.189395;gtfs.stop.istb.189385;gtfs.stop.istb.194062;gtfs.stop.istb.194063,gtfs.line.1.73t-1
gtfs.stop.istb.189028;gtfs.stop.istb.184181;gtfs.stop.istb.184178;gtfs.stop.istb.184176;gtfs.stop.istb.188918;gtfs.stop.istb.184171;gtfs.stop.istb.188894;gtfs.stop.istb.184410;gtfs.stop.istb.184415;gtfs.stop.istb.184168;gtfs.stop.istb.184169;gtfs.stop.istb.184157;gtfs.stop.istb.184153;gtfs.stop.istb.184151;gtfs.stop.istb.184149;gtfs.stop.istb.184145;gtfs.stop.istb.184504;gtfs.stop.istb.184506;gtfs.stop.istb.184508;gtfs.stop.istb.184510,gtfs.line.1.70ke-1
gtfs.stop.istb.190997;gtfs.stop.istb.191004;gtfs.stop.istb.191006;gtfs.stop.istb.191009;gtfs.stop.istb.190895;gtfs.stop.istb.190845;gtfs.stop.istb.190362;gtfs.stop.istb.190848;gtfs.stop.istb.193903;gtfs.stop.istb.193905;gtfs.stop.istb.190849;gtfs.stop.istb.189419;gtfs.stop.istb.189417;gtfs.stop.istb.189415;gtfs.stop.istb.189413;gtfs.stop.istb.189411;gtfs.stop.istb.189409;gtfs.stop.istb.190454;gtfs.stop.istb.189407;gtfs.stop.istb.189421;gtfs.stop.istb.189423;gtfs.stop.istb.189429;gtfs.stop.istb.189435;gtfs.stop.istb.189437;gtfs.stop.istb.193042;gtfs.stop.istb.189439;gtfs.stop.istb.193640;gtfs.stop.istb.193655;gtfs.stop.istb.189614;gtfs.stop.istb.189441;gtfs.stop.istb.189647;gtfs.stop.istb.189444;gtfs.stop.istb.193164;gtfs.stop.istb.189826;gtfs.stop.istb.190226;gtfs.stop.istb.190530;gtfs.stop.istb.189709;gtfs.stop.istb.193342;gtfs.stop.istb.193344;gtfs.stop.istb.193650;gtfs.stop.istb.194174;gtfs.stop.istb.189707;gtfs.stop.istb.189705;gtfs.stop.istb.189703;gtfs.stop.istb.190331;gtfs.stop.istb.194049;gtfs.stop.istb.194047;gtfs.stop.istb.194411;gtfs.stop.istb.189701;gtfs.stop.istb.194409;gtfs.stop.istb.194113;gtfs.stop.istb.194407;gtfs.stop.istb.194111;gtfs.stop.istb.194108,gtfs.line.1.76y-1
gtfs.stop.istb.194063;gtfs.stop.istb.194061;gtfs.stop.istb.189384;gtfs.stop.istb.189394;gtfs.stop.istb.189392;gtfs.stop.istb.189387;gtfs.stop.istb.189391;gtfs.stop.istb.189390;gtfs.stop.istb.193997;gtfs.stop.istb.189396;gtfs.stop.istb.189398;gtfs.stop.istb.189400;gtfs.stop.istb.189402;gtfs.stop.istb.189404;gtfs.stop.istb.189408;gtfs.stop.istb.189410;gtfs.stop.istb.189412;gtfs.stop.istb.189414;gtfs.stop.istb.189416;gtfs.stop.istb.189418;gtfs.stop.istb.190442,gtfs.line.1.73t-0
gtfs.stop.istb.189143;gtfs.stop.istb.188271;gtfs.stop.istb.188344;gtfs.stop.istb.188334;gtfs.stop.istb.188273;gtfs.stop.istb.189133;gtfs.stop.istb.189135;gtfs.stop.istb.189223;gtfs.stop.istb.189219;gtfs.stop.istb.188293;gtfs.stop.istb.189130;gtfs.stop.istb.189128;gtfs.stop.istb.189126;gtfs.stop.istb.189124;gtfs.stop.istb.189122;gtfs.stop.istb.189120;gtfs.stop.istb.189118;gtfs.stop.istb.188607;gtfs.stop.istb.189117,gtfs.line.1.86v-0
gtfs.stop.istb.189914;gtfs.stop.istb.189909;gtfs.stop.istb.189908;gtfs.stop.istb.193892;gtfs.stop.istb.189905;gtfs.stop.istb.189916;gtfs.stop.istb.193702;gtfs.stop.istb.193900;gtfs.stop.istb.189665;gtfs.stop.istb.189855;gtfs.stop.istb.189856;gtfs.stop.istb.189686;gtfs.stop.istb.189689;gtfs.stop.istb.189797;gtfs.stop.istb.190879;gtfs.stop.istb.190451;gtfs.stop.istb.189793;gtfs.stop.istb.189790;gtfs.stop.istb.189939;gtfs.stop.istb.190410;gtfs.stop.istb.190412;gtfs.stop.istb.190413;gtfs.stop.istb.189922;gtfs.stop.istb.189926;gtfs.stop.istb.190191;gtfs.stop.istb.193868;gtfs.stop.istb.190193;gtfs.stop.istb.190142;gtfs.stop.istb.190338;gtfs.stop.istb.189938;gtfs.stop.istb.189941;gtfs.stop.istb.189943;gtfs.stop.istb.189945;gtfs.stop.istb.190880;gtfs.stop.istb.189947;gtfs.stop.istb.189948;gtfs.stop.istb.193147;gtfs.stop.istb.189952;gtfs.stop.istb.193703;gtfs.stop.istb.189409;gtfs.stop.istb.190454;gtfs.stop.istb.189407;gtfs.stop.istb.189421;gtfs.stop.istb.189423;gtfs.stop.istb.190917;gtfs.stop.istb.189430;gtfs.stop.istb.189431;gtfs.stop.istb.189435;gtfs.stop.istb.189437;gtfs.stop.istb.193042;gtfs.stop.istb.189439;gtfs.stop.istb.193640;gtfs.stop.istb.193655;gtfs.stop.istb.189613;gtfs.stop.istb.189614;gtfs.stop.istb.189617;gtfs.stop.istb.189456;gtfs.stop.istb.194196;gtfs.stop.istb.189619;gtfs.stop.istb.189621;gtfs.stop.istb.189623;gtfs.stop.istb.189625;gtfs.stop.istb.189627;gtfs.stop.istb.189629;gtfs.stop.istb.190523,gtfs.line.1.76o-1
gtfs.stop.istb.190523;gtfs.stop.istb.193739;gtfs.stop.istb.190864;gtfs.stop.istb.189628;gtfs.stop.istb.189626;gtfs.stop.istb.189624;gtfs.stop.istb.189622;gtfs.stop.istb.189620;gtfs.stop.istb.189618;gtfs.stop.istb.194197;gtfs.stop.istb.189616;gtfs.stop.istb.193656;gtfs.stop.istb.189610;gtfs.stop.istb.193041;gtfs.stop.istb.189438;gtfs.stop.istb.191012;gtfs.stop.istb.189436;gtfs.stop.istb.189434;gtfs.stop.istb.189428;gtfs.stop.istb.189422;gtfs.stop.istb.189420;gtfs.stop.istb.189406;gtfs.stop.istb.189408;gtfs.stop.istb.193659;gtfs.stop.istb.192959;gtfs.stop.istb.189951;gtfs.stop.istb.189888;gtfs.stop.istb.189954;gtfs.stop.istb.189949;gtfs.stop.istb.189946;gtfs.stop.istb.190881;gtfs.stop.istb.189944;gtfs.stop.istb.189942;gtfs.stop.istb.189941;gtfs.stop.istb.189937;gtfs.stop.istb.190339;gtfs.stop.istb.190143;gtfs.stop.istb.190194;gtfs.stop.istb.193867;gtfs.stop.istb.190192;gtfs.stop.istb.189925;gtfs.stop.istb.190411;gtfs.stop.istb.190409;gtfs.stop.istb.189791;gtfs.stop.istb.189792;gtfs.stop.istb.190450;gtfs.stop.istb.190878;gtfs.stop.istb.190525;gtfs.stop.istb.190555;gtfs.stop.istb.190556;gtfs.stop.istb.189687;gtfs.stop.istb.194137;gtfs.stop.istb.189688;gtfs.stop.istb.189685;gtfs.stop.istb.193911;gtfs.stop.istb.190157;gtfs.stop.istb.190160;gtfs.stop.istb.189663;gtfs.stop.istb.189902;gtfs.stop.istb.189903;gtfs.stop.istb.189904;gtfs.stop.istb.189906;gtfs.stop.istb.189910;gtfs.stop.istb.189914,gtfs.line.1.76o-0
gtfs.stop.istb.184128;gtfs.stop.istb.184331;gtfs.stop.istb.184431;gtfs.stop.istb.184215;gtfs.stop.istb.188266;gtfs.stop.istb.188461;gtfs.stop.istb.190836;gtfs.stop.istb.190838;gtfs.stop.istb.190841;gtfs.stop.istb.190843;gtfs.stop.istb.190845;gtfs.stop.istb.190362;gtfs.stop.istb.190848;gtfs.stop.istb.193903;gtfs.stop.istb.193905;gtfs.stop.istb.190849;gtfs.stop.istb.189419;gtfs.stop.istb.189417;gtfs.stop.istb.189415;gtfs.stop.istb.189413;gtfs.stop.istb.189411;gtfs.stop.istb.189409;gtfs.stop.istb.190454;gtfs.stop.istb.189407;gtfs.stop.istb.189421;gtfs.stop.istb.189423;gtfs.stop.istb.190917;gtfs.stop.istb.189430;gtfs.stop.istb.189431;gtfs.stop.istb.189435;gtfs.stop.istb.189437;gtfs.stop.istb.189439;gtfs.stop.istb.193640;gtfs.stop.istb.193694,gtfs.line.1.76m-1
gtfs.stop.istb.184107;gtfs.stop.istb.184106;gtfs.stop.istb.184110;gtfs.stop.istb.184113;gtfs.stop.istb.184137;gtfs.stop.istb.184140;gtfs.stop.istb.184143;gtfs.stop.istb.184144;gtfs.stop.istb.184148;gtfs.stop.istb.184152;gtfs.stop.istb.188944;gtfs.stop.istb.184154;gtfs.stop.istb.184164;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.189113;gtfs.stop.istb.189107;gtfs.stop.istb.189105;gtfs.stop.istb.188289;gtfs.stop.istb.189159;gtfs.stop.istb.189007,gtfs.line.1.69a-0
gtfs.stop.istb.193231;gtfs.stop.istb.183786;gtfs.stop.istb.183478;gtfs.stop.istb.183476;gtfs.stop.istb.183473;gtfs.stop.istb.183471;gtfs.stop.istb.183469;gtfs.stop.istb.183466;gtfs.stop.istb.183463;gtfs.stop.istb.183457;gtfs.stop.istb.183768;gtfs.stop.istb.183770;gtfs.stop.istb.183772;gtfs.stop.istb.183774;gtfs.stop.istb.183776;gtfs.stop.istb.183778;gtfs.stop.istb.183901;gtfs.stop.istb.183345;gtfs.stop.istb.183348;gtfs.stop.istb.188964;gtfs.stop.istb.184294;gtfs.stop.istb.184299;gtfs.stop.istb.183301;gtfs.stop.istb.184301;gtfs.stop.istb.183310;gtfs.stop.istb.184304;gtfs.stop.istb.184306;gtfs.stop.istb.184309;gtfs.stop.istb.184308;gtfs.stop.istb.183221;gtfs.stop.istb.184311,gtfs.line.1.62g-1
gtfs.stop.istb.184311;gtfs.stop.istb.183220;gtfs.stop.istb.184307;gtfs.stop.istb.184310;gtfs.stop.istb.184305;gtfs.stop.istb.184303;gtfs.stop.istb.184302;gtfs.stop.istb.183301;gtfs.stop.istb.184300;gtfs.stop.istb.184293;gtfs.stop.istb.183173;gtfs.stop.istb.184291;gtfs.stop.istb.183343;gtfs.stop.istb.183349;gtfs.stop.istb.183346;gtfs.stop.istb.183901;gtfs.stop.istb.183782;gtfs.stop.istb.184056;gtfs.stop.istb.183779;gtfs.stop.istb.183777;gtfs.stop.istb.183775;gtfs.stop.istb.183773;gtfs.stop.istb.183771;gtfs.stop.istb.183769;gtfs.stop.istb.183967;gtfs.stop.istb.183454;gtfs.stop.istb.183462;gtfs.stop.istb.183464;gtfs.stop.istb.183468;gtfs.stop.istb.183470;gtfs.stop.istb.183472;gtfs.stop.istb.183474;gtfs.stop.istb.183477;gtfs.stop.istb.183787;gtfs.stop.istb.193231,gtfs.line.1.62g-0
gtfs.stop.istb.188193;gtfs.stop.istb.189101;gtfs.stop.istb.189099;gtfs.stop.istb.189104;gtfs.stop.istb.189106;gtfs.stop.istb.189108;gtfs.stop.istb.189114;gtfs.stop.istb.184185;gtfs.stop.istb.184190;gtfs.stop.istb.184192;gtfs.stop.istb.184194;gtfs.stop.istb.184161,gtfs.line.1.61b-1
gtfs.stop.istb.184355;gtfs.stop.istb.184358;gtfs.stop.istb.184362;gtfs.stop.istb.184321;gtfs.stop.istb.184360;gtfs.stop.istb.184371;gtfs.stop.istb.188945;gtfs.stop.istb.183196;gtfs.stop.istb.188937;gtfs.stop.istb.184115;gtfs.stop.istb.183224;gtfs.stop.istb.184349;gtfs.stop.istb.184141;gtfs.stop.istb.184136;gtfs.stop.istb.184114;gtfs.stop.istb.184111;gtfs.stop.istb.183197;gtfs.stop.istb.188946;gtfs.stop.istb.184370;gtfs.stop.istb.184361;gtfs.stop.istb.184359,gtfs.line.1.66z-0
gtfs.stop.istb.184377;gtfs.stop.istb.184381;gtfs.stop.istb.184383;gtfs.stop.istb.184380;gtfs.stop.istb.184384;gtfs.stop.istb.184113;gtfs.stop.istb.184137;gtfs.stop.istb.184140;gtfs.stop.istb.184143;gtfs.stop.istb.184144;gtfs.stop.istb.184148;gtfs.stop.istb.184152;gtfs.stop.istb.188944;gtfs.stop.istb.184154;gtfs.stop.istb.184164;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.184548;gtfs.stop.istb.184183;gtfs.stop.istb.184182;gtfs.stop.istb.188989,gtfs.line.1.74-0
gtfs.stop.istb.183510;gtfs.stop.istb.183508;gtfs.stop.istb.183407;gtfs.stop.istb.183494;gtfs.stop.istb.183497;gtfs.stop.istb.183492;gtfs.stop.istb.183489;gtfs.stop.istb.183487;gtfs.stop.istb.183485;gtfs.stop.istb.183483;gtfs.stop.istb.183460;gtfs.stop.istb.184104;gtfs.stop.istb.188979;gtfs.stop.istb.184106;gtfs.stop.istb.184110;gtfs.stop.istb.184115;gtfs.stop.istb.183224;gtfs.stop.istb.184349;gtfs.stop.istb.184141;gtfs.stop.istb.184136;gtfs.stop.istb.184114;gtfs.stop.istb.184111;gtfs.stop.istb.184426;gtfs.stop.istb.184227;gtfs.stop.istb.183855;gtfs.stop.istb.183463;gtfs.stop.istb.183458;gtfs.stop.istb.183482;gtfs.stop.istb.183484;gtfs.stop.istb.183486;gtfs.stop.istb.183488;gtfs.stop.istb.183491;gtfs.stop.istb.183495;gtfs.stop.istb.183496;gtfs.stop.istb.183509,gtfs.line.1.59u-0
gtfs.stop.istb.184122;gtfs.stop.istb.183224;gtfs.stop.istb.184349;gtfs.stop.istb.184347;gtfs.stop.istb.184332;gtfs.stop.istb.184469;gtfs.stop.istb.188954;gtfs.stop.istb.184465;gtfs.stop.istb.184463;gtfs.stop.istb.184459;gtfs.stop.istb.184457;gtfs.stop.istb.184433;gtfs.stop.istb.184450;gtfs.stop.istb.184445;gtfs.stop.istb.184440;gtfs.stop.istb.184430;gtfs.stop.istb.184215;gtfs.stop.istb.188266;gtfs.stop.istb.189221;gtfs.stop.istb.189052;gtfs.stop.istb.188295;gtfs.stop.istb.189209;gtfs.stop.istb.189206;gtfs.stop.istb.189088;gtfs.stop.istb.189090;gtfs.stop.istb.189092;gtfs.stop.istb.189096;gtfs.stop.istb.188245;gtfs.stop.istb.188242;gtfs.stop.istb.188204,gtfs.line.1.75m-1
gtfs.stop.istb.184162;gtfs.stop.istb.184164;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.189113;gtfs.stop.istb.189107;gtfs.stop.istb.189105;gtfs.stop.istb.189103;gtfs.stop.istb.189098;gtfs.stop.istb.189064;gtfs.stop.istb.189095;gtfs.stop.istb.189093;gtfs.stop.istb.189091;gtfs.stop.istb.189089;gtfs.stop.istb.189207;gtfs.stop.istb.189086;gtfs.stop.istb.188461;gtfs.stop.istb.190836;gtfs.stop.istb.190838;gtfs.stop.istb.190841;gtfs.stop.istb.190843;gtfs.stop.istb.190845;gtfs.stop.istb.190362;gtfs.stop.istb.190848;gtfs.stop.istb.193903;gtfs.stop.istb.193905;gtfs.stop.istb.190849;gtfs.stop.istb.190854;gtfs.stop.istb.190437,gtfs.line.1.73-1
gtfs.stop.istb.184162;gtfs.stop.istb.184164;gtfs.stop.istb.184195;gtfs.stop.istb.184193;gtfs.stop.istb.184191;gtfs.stop.istb.184188;gtfs.stop.istb.184187;gtfs.stop.istb.189113;gtfs.stop.istb.189107;gtfs.stop.istb.189105;gtfs.stop.istb.189103;gtfs.stop.istb.189098;gtfs.stop.istb.189064;gtfs.stop.istb.189095;gtfs.stop.istb.189093;gtfs.stop.istb.189091;gtfs.stop.istb.189089;gtfs.stop.istb.189207;gtfs.stop.istb.189086;gtfs.stop.istb.188461;gtfs.stop.istb.190836;gtfs.stop.istb.190838;gtfs.stop.istb.190841;gtfs.stop.istb.190894;gtfs.stop.istb.191011;gtfs.stop.istb.191008;gtfs.stop.istb.191005;gtfs.stop.istb.191003;gtfs.stop.istb.190992;gtfs.stop.istb.190990;gtfs.stop.istb.190988;gtfs.stop.istb.190986;gtfs.stop.istb.190984;gtfs.stop.istb.190982;gtfs.stop.istb.190979;gtfs.stop.istb.190978;gtfs.stop.istb.190977,gtfs.line.1.71t-1
gtfs.stop.istb.189010;gtfs.stop.istb.189161;gtfs.stop.istb.189158;gtfs.stop.istb.189200;gtfs.stop.istb.189106;gtfs.stop.istb.189108;gtfs.stop.istb.189114;gtfs.stop.istb.184185;gtfs.stop.istb.184190;gtfs.stop.istb.184192;gtfs.stop.istb.184194;gtfs.stop.istb.184157;gtfs.stop.istb.184153;gtfs.stop.istb.184151;gtfs.stop.istb.184149;gtfs.stop.istb.184145;gtfs.stop.istb.184504;gtfs.stop.istb.184506;gtfs.stop.istb.184508;gtfs.stop.istb.184510,gtfs.line.1.70ky-1
gtfs.stop.istb.183500;gtfs.stop.istb.183499;gtfs.stop.istb.183815;gtfs.stop.istb.183497;gtfs.stop.istb.183492;gtfs.stop.istb.183489;gtfs.stop.istb.183487;gtfs.stop.istb.183485;gtfs.stop.istb.183531;gtfs.stop.istb.184029;gtfs.stop.istb.183461;gtfs.stop.istb.183452;gtfs.stop.istb.183445;gtfs.stop.istb.183441;gtfs.stop.istb.183436;gtfs.stop.istb.183433;gtfs.stop.istb.183429;gtfs.stop.istb.183425;gtfs.stop.istb.183423;gtfs.stop.istb.183421;gtfs.stop.istb.183419;gtfs.stop.istb.183417;gtfs.stop.istb.183413;gtfs.stop.istb.183409;gtfs.stop.istb.193321;gtfs.stop.istb.183442;gtfs.stop.istb.193324;gtfs.stop.istb.193327;gtfs.stop.istb.193330;gtfs.stop.istb.193332;gtfs.stop.istb.193334;gtfs.stop.istb.193336;gtfs.stop.istb.183883;gtfs.stop.istb.183115;gtfs.stop.istb.183119;gtfs.stop.istb.184025;gtfs.stop.istb.193339,gtfs.line.1.59rs-1
